_id,device,timestamp,temperature,humidity,NH3,CO,NO2,CO2,cluster,kategori
693d32796b13234aa5b303d3,ESP8266-Sensors,2025-12-13|09:31:37,33.72,64.49,0.69,2.69,1,580.95,,
693d327e6b13234aa5b303d4,ESP8266-Sensors,2025-12-13|09:31:42,28.31,53.71,0.68,3.79,0.17,433.85,,
693d32836b13234aa5b303d5,ESP8266-Sensors,2025-12-13|09:31:47,33.97,43.65,0.99,3.1,0.51,497.46,,
693d32886b13234aa5b303d6,ESP8266-Sensors,2025-12-13|09:31:52,26.81,62.07,1.03,0.36,0.56,440,,
693d328d6b13234aa5b303d7,ESP8266-Sensors,2025-12-13|09:31:57,27.73,56.55,1.5,0.76,0.73,548.32,,
693d32926b13234aa5b303d8,ESP8266-Sensors,2025-12-13|09:32:02,27.03,63.37,1.78,2.19,0.28,413.74,,
693d32976b13234aa5b303d9,ESP8266-Sensors,2025-12-13|09:32:07,31.98,80.43,1.88,0.61,0.58,565.24,,
693d329c6b13234aa5b303da,ESP8266-Sensors,2025-12-13|09:32:12,34.03,71.83,1.6,4.32,0.68,433.49,,
693d32a16b13234aa5b303db,ESP8266-Sensors,2025-12-13|09:32:17,32.16,71.13,0.63,0.65,0.55,498.59,,
693d32a66b13234aa5b303dc,ESP8266-Sensors,2025-12-13|09:32:22,29.99,63.63,1.92,2.34,0.56,468.75,,
693d32ab6b13234aa5b303dd,ESP8266-Sensors,2025-12-13|09:32:27,29.71,78.67,1.55,1.3,0.62,511.35,,
693d32b06b13234aa5b303de,ESP8266-Sensors,2025-12-13|09:32:32,33.49,54.69,1.24,3.61,0.87,515.79,,
693d32b56b13234aa5b303df,ESP8266-Sensors,2025-12-13|09:32:37,34.39,41.98,0.63,1.65,0.87,486.83,,
693d32ba6b13234aa5b303e0,ESP8266-Sensors,2025-12-13|09:32:42,30.17,79.47,1.22,1.34,0.87,540.48,,
693d32bf6b13234aa5b303e1,ESP8266-Sensors,2025-12-13|09:32:47,32.24,73.63,1.63,4.89,0.15,524.83,,
693d32c46b13234aa5b303e2,ESP8266-Sensors,2025-12-13|09:32:52,27.59,44.53,0.67,4.96,0.24,414.89,,
693d32c96b13234aa5b303e3,ESP8266-Sensors,2025-12-13|09:32:57,27.75,69.18,0.74,3.21,0.24,417.17,,
693d32ce6b13234aa5b303e4,ESP8266-Sensors,2025-12-13|09:33:02,28.51,50.47,1.49,4.76,0.81,578.52,,
693d32d36b13234aa5b303e5,ESP8266-Sensors,2025-12-13|09:33:07,28.85,67.12,1.01,0.3,0.37,456.5,,
693d32d86b13234aa5b303e6,ESP8266-Sensors,2025-12-13|09:33:12,33.27,61.43,1.24,1.75,0.39,573.64,,
693d32dd6b13234aa5b303e7,ESP8266-Sensors,2025-12-13|09:33:17,34.72,42.73,1.43,1.28,0.25,488.11,,
693d32e26b13234aa5b303e8,ESP8266-Sensors,2025-12-13|09:33:22,27.71,71.66,1.21,2.98,0.67,400.95,,
693d32e76b13234aa5b303e9,ESP8266-Sensors,2025-12-13|09:33:27,32.58,86.44,1.61,0.8,0.87,587.57,,
693d32ec6b13234aa5b303ea,ESP8266-Sensors,2025-12-13|09:33:32,32.95,61.02,1.68,4.1,0.7,415.84,,
693d32f16b13234aa5b303eb,ESP8266-Sensors,2025-12-13|09:33:37,34.89,51.64,1.91,0.8,0.46,533.71,,
693d32f66b13234aa5b303ec,ESP8266-Sensors,2025-12-13|09:33:42,30.04,53.98,1.1,2.39,0.52,512.39,,
693d32fb6b13234aa5b303ed,ESP8266-Sensors,2025-12-13|09:33:47,31.67,78.28,1.57,2.87,0.62,488.07,,
693d33006b13234aa5b303ee,ESP8266-Sensors,2025-12-13|09:33:52,25.65,83.15,1.87,4.8,1,469.57,,
693d33056b13234aa5b303ef,ESP8266-Sensors,2025-12-13|09:33:57,25.69,43.39,1.04,1.16,0.37,426.9,,
693d330a6b13234aa5b303f0,ESP8266-Sensors,2025-12-13|09:34:02,34.42,76.09,1.55,4.28,0.24,544.73,,
693d330f6b13234aa5b303f1,ESP8266-Sensors,2025-12-13|09:34:07,32,42.14,1.98,3.1,0.76,532.57,,
693d33146b13234aa5b303f2,ESP8266-Sensors,2025-12-13|09:34:12,33.03,88,1.81,2.26,0.2,568.71,,
693d33196b13234aa5b303f3,ESP8266-Sensors,2025-12-13|09:34:17,28.94,52.48,1.66,2.56,0.47,469.56,,
693d331e6b13234aa5b303f4,ESP8266-Sensors,2025-12-13|09:34:22,33.71,41.27,1.71,4.75,0.79,462.59,,
693d33236b13234aa5b303f5,ESP8266-Sensors,2025-12-13|09:34:27,25.59,88.58,0.69,1.47,0.56,554.9,,
693d33286b13234aa5b303f6,ESP8266-Sensors,2025-12-13|09:34:32,26.19,77.35,1.53,2.99,0.22,540.55,,
693d332d6b13234aa5b303f7,ESP8266-Sensors,2025-12-13|09:34:37,28.2,75.87,1.43,4.03,0.87,426.31,,
693d33326b13234aa5b303f8,ESP8266-Sensors,2025-12-13|09:34:42,26.51,59.25,0.96,0.46,0.16,498.07,,
693d33376b13234aa5b303f9,ESP8266-Sensors,2025-12-13|09:34:47,28.57,46.08,0.91,1.42,0.36,449.56,,
693d333c6b13234aa5b303fa,ESP8266-Sensors,2025-12-13|09:34:52,32.97,70.07,1.1,0.29,0.99,542.21,,
693d33416b13234aa5b303fb,ESP8266-Sensors,2025-12-13|09:34:57,33.01,77.06,1.95,1.96,0.4,459.21,,
693d33466b13234aa5b303fc,ESP8266-Sensors,2025-12-13|09:35:02,29,50.39,0.92,1.54,0.17,525.33,,
693d334b6b13234aa5b303fd,ESP8266-Sensors,2025-12-13|09:35:07,32.04,84.73,1.53,3.83,0.33,530.55,,
693d33506b13234aa5b303fe,ESP8266-Sensors,2025-12-13|09:35:12,27.75,70.83,1.5,4.4,0.3,565.9,,
693d33556b13234aa5b303ff,ESP8266-Sensors,2025-12-13|09:35:17,27.42,73.5,0.66,4.95,0.14,583.63,,
693d335a6b13234aa5b30400,ESP8266-Sensors,2025-12-13|09:35:22,33.59,75.44,0.92,0.3,0.31,464.3,,
693d335f6b13234aa5b30401,ESP8266-Sensors,2025-12-13|09:35:27,28.79,88.87,1.73,4.32,0.25,490.14,,
693d33646b13234aa5b30402,ESP8266-Sensors,2025-12-13|09:35:32,25.84,85.71,1.63,1.1,0.61,550.15,,
693d33696b13234aa5b30403,ESP8266-Sensors,2025-12-13|09:35:37,34.16,74.13,0.51,0.37,0.36,469.38,,
693d336e6b13234aa5b30404,ESP8266-Sensors,2025-12-13|09:35:42,28.19,68.89,0.77,4.64,0.23,421.31,,
693d33736b13234aa5b30405,ESP8266-Sensors,2025-12-13|09:35:47,33.98,75.9,0.85,1.96,0.28,574.29,,
693d33786b13234aa5b30406,ESP8266-Sensors,2025-12-13|09:35:52,27.28,66.79,0.89,1.4,0.13,522.03,,
693d337d6b13234aa5b30407,ESP8266-Sensors,2025-12-13|09:35:57,31.24,78.87,1.03,1.16,0.7,477.14,,
693d33826b13234aa5b30408,ESP8266-Sensors,2025-12-13|09:36:02,27.09,51.6,0.85,1.68,0.19,549.04,,
693d33876b13234aa5b30409,ESP8266-Sensors,2025-12-13|09:36:07,34.93,46.59,1.78,1.12,0.37,417.76,,
693d338c6b13234aa5b3040a,ESP8266-Sensors,2025-12-13|09:36:12,25.93,89.64,0.74,2.74,0.34,524.79,,
693d33916b13234aa5b3040b,ESP8266-Sensors,2025-12-13|09:36:17,30.4,57.92,1.36,0.36,0.63,471.34,,
693d33966b13234aa5b3040c,ESP8266-Sensors,2025-12-13|09:36:22,27.01,42.62,0.9,0.21,0.56,479.86,,
693d339b6b13234aa5b3040d,ESP8266-Sensors,2025-12-13|09:36:27,31.53,71.98,0.9,2.98,0.47,533.96,,
693d33a06b13234aa5b3040e,ESP8266-Sensors,2025-12-13|09:36:32,28.9,73.79,0.87,0.35,0.84,458.25,,
693d33a56b13234aa5b3040f,ESP8266-Sensors,2025-12-13|09:36:37,34.62,41.02,1.54,4.55,0.14,409.23,,
693d33aa6b13234aa5b30410,ESP8266-Sensors,2025-12-13|09:36:42,32.65,87.81,0.52,3.34,0.79,421.25,,
693d33af6b13234aa5b30411,ESP8266-Sensors,2025-12-13|09:36:47,27.74,88.69,1.76,0.15,0.5,436.24,,
693d33b46b13234aa5b30412,ESP8266-Sensors,2025-12-13|09:36:52,31.16,45.17,0.7,2.87,0.36,490.63,,
693d33b96b13234aa5b30413,ESP8266-Sensors,2025-12-13|09:36:57,25.84,76.16,1.57,2.77,1,467.65,,
693d33be6b13234aa5b30414,ESP8266-Sensors,2025-12-13|09:37:02,25.81,42.77,1.47,1.17,0.38,447.57,,
693d33c36b13234aa5b30415,ESP8266-Sensors,2025-12-13|09:37:07,30.97,65.62,1.61,0.53,0.72,543.83,,
693d33c86b13234aa5b30416,ESP8266-Sensors,2025-12-13|09:37:12,34.54,55.48,0.75,0.39,0.43,491.27,,
693d33cd6b13234aa5b30417,ESP8266-Sensors,2025-12-13|09:37:17,34.01,58.31,1.65,3.26,0.88,483.47,,
693d33d26b13234aa5b30418,ESP8266-Sensors,2025-12-13|09:37:22,27.61,49.45,1.47,4.37,0.6,430.02,,
693d33d76b13234aa5b30419,ESP8266-Sensors,2025-12-13|09:37:27,25.9,43.36,1.39,4.81,0.9,544.55,,
693d33dc6b13234aa5b3041a,ESP8266-Sensors,2025-12-13|09:37:32,29.74,50.06,1.64,4.58,0.37,471.72,,
693d33e16b13234aa5b3041b,ESP8266-Sensors,2025-12-13|09:37:37,27.48,59.77,1.62,3.6,0.91,482.85,,
693d33e66b13234aa5b3041c,ESP8266-Sensors,2025-12-13|09:37:42,33.65,54.77,0.6,4.8,0.14,423.8,,
693d33eb6b13234aa5b3041d,ESP8266-Sensors,2025-12-13|09:37:47,25.59,57.39,0.99,4.77,0.3,426.15,,
693d33f06b13234aa5b3041e,ESP8266-Sensors,2025-12-13|09:37:52,30.55,78.02,1.21,0.75,0.38,523.27,,
693d33f56b13234aa5b3041f,ESP8266-Sensors,2025-12-13|09:37:57,28.42,80.89,1.85,2.02,0.69,557.2,,
693d33fa6b13234aa5b30420,ESP8266-Sensors,2025-12-13|09:38:02,30.49,49.25,1.17,3.36,0.48,548.91,,
693d33ff6b13234aa5b30421,ESP8266-Sensors,2025-12-13|09:38:07,32.03,60.7,1.53,3.83,0.88,420.18,,
693d34046b13234aa5b30422,ESP8266-Sensors,2025-12-13|09:38:12,25.38,72.68,1.55,0.64,0.85,548.67,,
693d34096b13234aa5b30423,ESP8266-Sensors,2025-12-13|09:38:17,27.11,64.25,1.84,2.74,0.15,508.73,,
693d340e6b13234aa5b30424,ESP8266-Sensors,2025-12-13|09:38:22,29.35,72.18,0.57,1.69,0.39,448.38,,
693d34136b13234aa5b30425,ESP8266-Sensors,2025-12-13|09:38:27,30.39,61.15,0.57,4.81,0.81,442.65,,
693d34186b13234aa5b30426,ESP8266-Sensors,2025-12-13|09:38:32,32.05,54.74,1.12,3.7,0.46,454.2,,
693d341d6b13234aa5b30427,ESP8266-Sensors,2025-12-13|09:38:37,29.04,64.33,1.82,0.6,0.14,593.56,,
693d34226b13234aa5b30428,ESP8266-Sensors,2025-12-13|09:38:42,26.93,69.9,1.71,4.69,0.29,414.34,,
693d34276b13234aa5b30429,ESP8266-Sensors,2025-12-13|09:38:47,26.11,42.26,0.95,1.92,0.79,410.53,,
693d342c6b13234aa5b3042a,ESP8266-Sensors,2025-12-13|09:38:52,27.5,63.59,0.64,1.22,0.57,472.15,,
693d34316b13234aa5b3042b,ESP8266-Sensors,2025-12-13|09:38:57,34.22,54.17,1.39,2.23,0.82,541.22,,
693d34366b13234aa5b3042c,ESP8266-Sensors,2025-12-13|09:39:02,32.5,58.58,1.79,4.46,0.23,534.41,,
693d343b6b13234aa5b3042d,ESP8266-Sensors,2025-12-13|09:39:07,33.19,41.34,0.85,4.18,0.43,428.27,,
693d34406b13234aa5b3042e,ESP8266-Sensors,2025-12-13|09:39:12,27.69,41.06,1.15,0.23,0.87,490.05,,
693d34456b13234aa5b3042f,ESP8266-Sensors,2025-12-13|09:39:17,25.41,85.21,1.15,3.24,0.43,506.59,,
693d344a6b13234aa5b30430,ESP8266-Sensors,2025-12-13|09:39:22,31.43,65.79,0.89,2.02,0.17,571.62,,
693d344f6b13234aa5b30431,ESP8266-Sensors,2025-12-13|09:39:27,33.32,85.44,0.96,1.95,0.39,412.26,,
693d34546b13234aa5b30432,ESP8266-Sensors,2025-12-13|09:39:32,26.84,72.8,1.48,3.29,0.79,575.86,,
693d34596b13234aa5b30433,ESP8266-Sensors,2025-12-13|09:39:37,25.04,86.7,0.63,4.37,0.47,545.24,,
693d345e6b13234aa5b30434,ESP8266-Sensors,2025-12-13|09:39:42,30.56,78.31,0.6,3.34,0.31,507.09,,
693d34636b13234aa5b30435,ESP8266-Sensors,2025-12-13|09:39:47,25.58,69.71,1.24,1.02,0.78,442.85,,
693d34686b13234aa5b30436,ESP8266-Sensors,2025-12-13|09:39:52,30.98,64.31,0.95,2.63,0.65,536.16,,
693d346d6b13234aa5b30437,ESP8266-Sensors,2025-12-13|09:39:57,33.92,67.73,1.08,0.31,0.72,452.45,,
693d34726b13234aa5b30438,ESP8266-Sensors,2025-12-13|09:40:02,34.54,58.19,0.87,2.09,0.12,576.41,,
693d34776b13234aa5b30439,ESP8266-Sensors,2025-12-13|09:40:07,29.12,46.2,1.21,2.99,0.26,561.85,,
693d347c6b13234aa5b3043a,ESP8266-Sensors,2025-12-13|09:40:12,28.68,88.06,0.7,3.79,0.99,524.53,,
693d34816b13234aa5b3043b,ESP8266-Sensors,2025-12-13|09:40:17,31,44.66,1.83,3.41,0.39,419.07,,
693d34866b13234aa5b3043c,ESP8266-Sensors,2025-12-13|09:40:22,34.4,68.47,1.93,2.87,0.37,555.05,,
693d348b6b13234aa5b3043d,ESP8266-Sensors,2025-12-13|09:40:27,30.5,51.22,1.61,3.05,0.8,494.42,,
693d34906b13234aa5b3043e,ESP8266-Sensors,2025-12-13|09:40:32,32.73,85.66,1.78,4.06,0.27,431.21,,
693d34956b13234aa5b3043f,ESP8266-Sensors,2025-12-13|09:40:37,34.36,43.85,1.38,1.85,0.94,461.36,,
693d349a6b13234aa5b30440,ESP8266-Sensors,2025-12-13|09:40:42,26.63,65.56,1.11,2.82,0.53,405.58,,
693d349f6b13234aa5b30441,ESP8266-Sensors,2025-12-13|09:40:47,30.15,77.92,1.54,2.8,0.67,426.89,,
693d34a46b13234aa5b30442,ESP8266-Sensors,2025-12-13|09:40:52,34.65,50.51,0.86,2.84,0.28,571.47,,
693d34a96b13234aa5b30443,ESP8266-Sensors,2025-12-13|09:40:57,32.42,71.21,1.06,0.8,0.66,426.67,,
693d34ae6b13234aa5b30444,ESP8266-Sensors,2025-12-13|09:41:02,32.4,73.81,1.44,4.52,0.9,479.57,,
693d34b36b13234aa5b30445,ESP8266-Sensors,2025-12-13|09:41:07,34.65,58.95,1.81,4.18,0.19,556.46,,
693d34b86b13234aa5b30446,ESP8266-Sensors,2025-12-13|09:41:12,27.66,49.89,0.59,0.12,0.98,548.61,,
693d34bd6b13234aa5b30447,ESP8266-Sensors,2025-12-13|09:41:17,32.06,53.6,1.03,1.3,0.31,465.25,,
693d34c26b13234aa5b30448,ESP8266-Sensors,2025-12-13|09:41:22,25,77.56,0.87,4.01,0.1,430.08,,
693d34c76b13234aa5b30449,ESP8266-Sensors,2025-12-13|09:41:27,31.91,74.6,1.91,3.18,0.21,595.44,,
693d34cc6b13234aa5b3044a,ESP8266-Sensors,2025-12-13|09:41:32,29.67,50.34,1.15,3.32,0.6,578.87,,
693d34d16b13234aa5b3044b,ESP8266-Sensors,2025-12-13|09:41:37,33.96,52.94,1.64,1.14,0.52,432.57,,
693d34d66b13234aa5b3044c,ESP8266-Sensors,2025-12-13|09:41:42,29.55,73.79,1.03,0.83,0.35,537.59,,
693d34db6b13234aa5b3044d,ESP8266-Sensors,2025-12-13|09:41:47,31.8,64.89,0.79,0.86,0.78,576.55,,
693d34e06b13234aa5b3044e,ESP8266-Sensors,2025-12-13|09:41:52,34.7,54.73,1.76,1.63,0.55,573.11,,
693d34e56b13234aa5b3044f,ESP8266-Sensors,2025-12-13|09:41:57,32.72,62.44,1.02,0.89,0.59,501.01,,
693d34ea6b13234aa5b30450,ESP8266-Sensors,2025-12-13|09:42:02,33.87,46.8,0.95,3.16,0.51,527.4,,
693d34ef6b13234aa5b30451,ESP8266-Sensors,2025-12-13|09:42:07,27.37,89.8,1.6,0.56,0.82,508.24,,
693d34f46b13234aa5b30452,ESP8266-Sensors,2025-12-13|09:42:12,27.09,73.24,1.7,3.87,0.9,441.75,,
693d34f96b13234aa5b30453,ESP8266-Sensors,2025-12-13|09:42:17,31.02,67.49,1.66,0.82,0.31,435.91,,
693d34fe6b13234aa5b30454,ESP8266-Sensors,2025-12-13|09:42:22,25.75,65.2,1.94,3.03,0.36,515.03,,
693d35036b13234aa5b30455,ESP8266-Sensors,2025-12-13|09:42:27,31.64,45.65,1.65,0.95,0.48,469.85,,
693d35086b13234aa5b30456,ESP8266-Sensors,2025-12-13|09:42:32,27.23,42.29,0.88,3.11,0.25,590.26,,
693d350d6b13234aa5b30457,ESP8266-Sensors,2025-12-13|09:42:37,26.83,47.65,1.87,3.73,0.61,529.39,,
693d35126b13234aa5b30458,ESP8266-Sensors,2025-12-13|09:42:42,33.31,82.47,0.58,4.78,0.98,491.08,,
693d35176b13234aa5b30459,ESP8266-Sensors,2025-12-13|09:42:47,25.7,49.14,1.84,0.29,0.69,475.94,,
693d351c6b13234aa5b3045a,ESP8266-Sensors,2025-12-13|09:42:52,30.02,82.2,0.55,1.45,0.97,558.92,,
693d35216b13234aa5b3045b,ESP8266-Sensors,2025-12-13|09:42:57,27.29,44.51,1.67,4.04,0.13,546.21,,
693d35266b13234aa5b3045c,ESP8266-Sensors,2025-12-13|09:43:02,25.82,40.24,1.93,1,0.77,492.57,,
693d352b6b13234aa5b3045d,ESP8266-Sensors,2025-12-13|09:43:07,25.48,84.58,0.53,2.53,0.87,407.36,,
693d35306b13234aa5b3045e,ESP8266-Sensors,2025-12-13|09:43:12,33.06,66.14,1,2.27,0.7,525.53,,
693d35356b13234aa5b3045f,ESP8266-Sensors,2025-12-13|09:43:17,27.83,76.95,0.59,0.45,0.6,442.41,,
693d353a6b13234aa5b30460,ESP8266-Sensors,2025-12-13|09:43:22,26.73,56.7,1.9,1.92,0.4,441.71,,
693d353f6b13234aa5b30461,ESP8266-Sensors,2025-12-13|09:43:27,28.86,84.63,0.64,2.39,0.17,466.4,,
693d35446b13234aa5b30462,ESP8266-Sensors,2025-12-13|09:43:32,33.23,88.15,0.86,3.19,0.47,441.49,,
693d35496b13234aa5b30463,ESP8266-Sensors,2025-12-13|09:43:37,29.23,46.89,1.68,4.96,0.21,506.15,,
693d354e6b13234aa5b30464,ESP8266-Sensors,2025-12-13|09:43:42,28.27,69.89,1.23,1.32,0.34,501.81,,
693d35536b13234aa5b30465,ESP8266-Sensors,2025-12-13|09:43:47,27.86,70.5,1.58,2.29,0.75,483.94,,
693d35586b13234aa5b30466,ESP8266-Sensors,2025-12-13|09:43:52,33.58,66.05,1.43,2.26,0.19,581.68,,
693d355d6b13234aa5b30467,ESP8266-Sensors,2025-12-13|09:43:57,28.73,57.17,1.98,0.98,0.79,511.56,,
693d35626b13234aa5b30468,ESP8266-Sensors,2025-12-13|09:44:02,31.81,62.08,0.68,1.64,0.59,445.73,,
693d35676b13234aa5b30469,ESP8266-Sensors,2025-12-13|09:44:07,25.51,75.98,1.57,3.04,0.51,598.79,,
693d356c6b13234aa5b3046a,ESP8266-Sensors,2025-12-13|09:44:12,32.03,50.46,1.45,2.27,0.39,518.15,,
693d35716b13234aa5b3046b,ESP8266-Sensors,2025-12-13|09:44:17,32.61,56.41,2,3.61,0.19,521.11,,
693d35766b13234aa5b3046c,ESP8266-Sensors,2025-12-13|09:44:22,26.68,43.82,0.79,0.93,0.77,594.27,,
693d357b6b13234aa5b3046d,ESP8266-Sensors,2025-12-13|09:44:27,26.96,41.31,0.93,1.11,0.44,550.53,,
693d35806b13234aa5b3046e,ESP8266-Sensors,2025-12-13|09:44:32,29.5,41.15,1.53,3.89,0.44,478.51,,
693d35856b13234aa5b3046f,ESP8266-Sensors,2025-12-13|09:44:37,30.38,67.9,1.93,0.5,0.16,441.27,,
693d358a6b13234aa5b30470,ESP8266-Sensors,2025-12-13|09:44:42,29.25,80.53,1.66,4.18,0.31,587.56,,
693d358f6b13234aa5b30471,ESP8266-Sensors,2025-12-13|09:44:47,29.82,76.05,1.71,0.95,0.4,459.15,,
693d35946b13234aa5b30472,ESP8266-Sensors,2025-12-13|09:44:52,34.24,54.96,0.74,3.79,0.2,526,,
693d35996b13234aa5b30473,ESP8266-Sensors,2025-12-13|09:44:57,25.97,65.29,1.7,4.99,0.96,510.11,,
693d359e6b13234aa5b30474,ESP8266-Sensors,2025-12-13|09:45:02,28.15,52.91,1.83,1.89,0.5,473.48,,
693d35a36b13234aa5b30475,ESP8266-Sensors,2025-12-13|09:45:07,25.22,60.82,1.88,0.93,0.47,579.65,,
693d35a86b13234aa5b30476,ESP8266-Sensors,2025-12-13|09:45:12,33.52,44.33,1.46,0.36,0.94,401.46,,
693d35ad6b13234aa5b30477,ESP8266-Sensors,2025-12-13|09:45:17,25.11,85.6,0.76,4.04,0.76,478.91,,
693d35b26b13234aa5b30478,ESP8266-Sensors,2025-12-13|09:45:22,34.93,77.13,1.59,3.52,0.83,402.95,,
693d35b76b13234aa5b30479,ESP8266-Sensors,2025-12-13|09:45:27,29.37,66.71,0.7,3.46,0.59,526.21,,
693d35bc6b13234aa5b3047a,ESP8266-Sensors,2025-12-13|09:45:32,31.38,77.82,1.65,4.35,0.44,455.29,,
693d35c16b13234aa5b3047b,ESP8266-Sensors,2025-12-13|09:45:37,34.31,50.16,0.93,2.76,0.16,400.73,,
693d35c66b13234aa5b3047c,ESP8266-Sensors,2025-12-13|09:45:42,29.12,81.4,1.32,2.44,0.81,490.06,,
693d35cb6b13234aa5b3047d,ESP8266-Sensors,2025-12-13|09:45:47,32.82,83.19,1.4,2.56,0.8,437.44,,
693d35d06b13234aa5b3047e,ESP8266-Sensors,2025-12-13|09:45:52,28.47,42.97,1.26,1.13,0.33,420.72,,
693d35d56b13234aa5b3047f,ESP8266-Sensors,2025-12-13|09:45:57,33.61,44.63,0.57,2.49,0.51,435.8,,
693d35da6b13234aa5b30480,ESP8266-Sensors,2025-12-13|09:46:02,29.08,73.63,0.95,4.66,0.13,563.46,,
693d35df6b13234aa5b30481,ESP8266-Sensors,2025-12-13|09:46:07,26.44,61.02,0.57,2.62,0.33,469.42,,
693d35e46b13234aa5b30482,ESP8266-Sensors,2025-12-13|09:46:12,29.22,47.48,1.39,4.58,0.67,494.2,,
693d35e96b13234aa5b30483,ESP8266-Sensors,2025-12-13|09:46:17,26.87,61.4,1.49,0.65,0.64,519.84,,
693d35ee6b13234aa5b30484,ESP8266-Sensors,2025-12-13|09:46:22,25.3,79.48,0.97,2.65,0.46,507.8,,
693d35f36b13234aa5b30485,ESP8266-Sensors,2025-12-13|09:46:27,28.98,82.79,0.72,4.6,0.8,541.9,,
693d35f86b13234aa5b30486,ESP8266-Sensors,2025-12-13|09:46:32,28.71,60.26,0.62,2.4,0.47,451.01,,
693d35fd6b13234aa5b30487,ESP8266-Sensors,2025-12-13|09:46:37,30.51,57.48,1.35,0.25,0.96,502.46,,
693d36026b13234aa5b30488,ESP8266-Sensors,2025-12-13|09:46:42,27.37,66.63,1.76,2.68,0.78,579.41,,
693d36076b13234aa5b30489,ESP8266-Sensors,2025-12-13|09:46:47,30.47,86.93,1.57,4.52,0.33,458.29,,
693d360c6b13234aa5b3048a,ESP8266-Sensors,2025-12-13|09:46:52,26.4,55.43,1.04,1.87,0.55,412.45,,
693d36116b13234aa5b3048b,ESP8266-Sensors,2025-12-13|09:46:57,30.55,42.93,1.78,4.1,0.64,426.28,,
693d36166b13234aa5b3048c,ESP8266-Sensors,2025-12-13|09:47:02,32.6,67.2,1.84,0.9,0.18,596.03,,
693d361b6b13234aa5b3048d,ESP8266-Sensors,2025-12-13|09:47:07,25.4,59.29,1.7,4.31,0.11,551.41,,
693d36206b13234aa5b3048e,ESP8266-Sensors,2025-12-13|09:47:12,31.42,69.38,1.3,2.21,0.66,590.73,,
693d36256b13234aa5b3048f,ESP8266-Sensors,2025-12-13|09:47:17,27.93,72.68,0.57,4.4,0.7,488.4,,
693d362a6b13234aa5b30490,ESP8266-Sensors,2025-12-13|09:47:22,28.31,69.5,1.81,0.16,0.63,520.87,,
693d362f6b13234aa5b30491,ESP8266-Sensors,2025-12-13|09:47:27,34.43,83.69,1.75,3.85,0.46,450.15,,
693d36346b13234aa5b30492,ESP8266-Sensors,2025-12-13|09:47:32,32.48,85.27,1.5,0.19,0.2,530.43,,
693d36396b13234aa5b30493,ESP8266-Sensors,2025-12-13|09:47:37,27.23,88.08,1.6,1.35,0.25,588.04,,
693d363e6b13234aa5b30494,ESP8266-Sensors,2025-12-13|09:47:42,28.48,42.31,1.86,2.68,0.69,488.96,,
693d36436b13234aa5b30495,ESP8266-Sensors,2025-12-13|09:47:47,33.72,73.53,0.53,0.72,0.99,483.4,,
693d36486b13234aa5b30496,ESP8266-Sensors,2025-12-13|09:47:52,31.95,40.31,1.18,2.1,0.12,501.38,,
693d364d6b13234aa5b30497,ESP8266-Sensors,2025-12-13|09:47:57,30.11,87.8,1.74,2.98,0.13,434.68,,
693d36526b13234aa5b30498,ESP8266-Sensors,2025-12-13|09:48:02,34.38,60.37,1.94,0.23,0.46,456.29,,
693d36576b13234aa5b30499,ESP8266-Sensors,2025-12-13|09:48:07,33.52,62.32,1.46,0.69,0.41,486.05,,
693d365c6b13234aa5b3049a,ESP8266-Sensors,2025-12-13|09:48:12,32.72,51.02,1.48,4.5,0.22,479.13,,
693d36616b13234aa5b3049b,ESP8266-Sensors,2025-12-13|09:48:17,34.92,74.46,1.74,1.72,0.83,522.28,,
693d36666b13234aa5b3049c,ESP8266-Sensors,2025-12-13|09:48:22,33.43,40.1,1.07,1.38,0.43,428.29,,
693d366b6b13234aa5b3049d,ESP8266-Sensors,2025-12-13|09:48:27,27.35,88.3,1.32,1.51,0.63,513.16,,
693d36706b13234aa5b3049e,ESP8266-Sensors,2025-12-13|09:48:32,29.5,75.62,0.58,3.32,0.63,525.13,,
693d36756b13234aa5b3049f,ESP8266-Sensors,2025-12-13|09:48:37,31.35,40.62,1.92,1.45,0.38,477.06,,
693d367a6b13234aa5b304a0,ESP8266-Sensors,2025-12-13|09:48:42,33.25,84.16,1.46,3.06,0.97,462.94,,
693d367f6b13234aa5b304a1,ESP8266-Sensors,2025-12-13|09:48:47,29.71,78.12,0.57,4.39,0.59,432.31,,
693d36846b13234aa5b304a2,ESP8266-Sensors,2025-12-13|09:48:52,27.3,75.41,0.56,4.62,0.75,575.97,,
693d36896b13234aa5b304a3,ESP8266-Sensors,2025-12-13|09:48:57,31.67,73.72,1.99,1.03,0.86,527.23,,
693d368e6b13234aa5b304a4,ESP8266-Sensors,2025-12-13|09:49:02,26.32,57.79,1.86,2.53,0.1,506.64,,
693d36936b13234aa5b304a5,ESP8266-Sensors,2025-12-13|09:49:07,28.6,89.13,1.94,1.75,0.7,413.86,,
693d36986b13234aa5b304a6,ESP8266-Sensors,2025-12-13|09:49:12,25.68,65.23,1.5,0.11,0.71,523.37,,
693d369d6b13234aa5b304a7,ESP8266-Sensors,2025-12-13|09:49:17,30.49,42.45,1.23,0.44,0.54,496.33,,
693d36a26b13234aa5b304a8,ESP8266-Sensors,2025-12-13|09:49:22,29.58,83.08,1.26,4.83,0.67,411.83,,
